procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 3 16 742156 294856 152372 5282988    0   12 11520 13220 7447 24196  3  2 61 34  0
 2 14 742144 294472 152372 5284232    0    0 11056 12103 6094 21664  3  3 63 31  0
 3 16 742144 291732 152372 5285672    0    0 10436 11981 5361 22267  3  1 62 33  0
 4 15 742136 311148 152628 5300912    0    0 14956 14914 8334 24925  6  4 59 31  0
 1 18 742136 293776 153092 5309100    0    0 18712 13094 6545 24331  4  2 58 36  0
 1 17 742156 305916 152412 5299556    0   28 75456 12803 6517 23798  4  2 58 36  0
 3 17 742164 287620 151660 5283980    0    8 77836 12681 7018 24042  6  3 57 34  0
 2 18 742180 281932 150060 5272216    0   16 54216 12389 6918 23730  5  3 53 39  0
 1 16 742264 302872 146092 5251108    0   84 24372 106026 6320 22547  4  3 58 36  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 4 16 742260 383608 146112 5161820    0    0 11664 12580 7052 24905  6  3 63 29  0
 2 15 742256 467792 146960 5161044    0    0 14396 12393 6134 23360  5  2 57 35  0
 2 15 742256 511220 147000 5085324    0    0 27500 12840 8208 23468  6  3 57 35  0
 3 15 742256 447308 147056 5180040  116    0 10888 12103 5964 22990  6  2 59 32  0
 1 17 742252 441216 147244 5183016    0    0 12572 11733 5831 20976  3  2 54 40  0
 4 13 742252 436220 147312 5184124    0    0 10928 11118 5183 21535  3  2 60 34  0
 1 15 742252 431636 147344 5185096    0    0 10704 12537 5723 22350  3  2 56 39  0
 0 16 742248 427640 147380 5186048    0    0 11520 12500 6125 23562  3  2 59 36  0
 3 15 742248 425548 147424 5187176    0    0 10896 12188 5552 21793  3  2 60 35  0
 1 16 742240 426668 147468 5188028    0    0 11120 12986 5993 22157  3  3 62 32  0
 2 14 742236 424164 147576 5188960    0    0 11776 12162 6372 23437  3  2 62 33  0
 0 16 742232 421816 147632 5189980    0    0 11120 11972 5880 23224  3  1 65 30  0
 2 16 742216 421072 147660 5190892    0    0 10864 11700 5593 22113  3  3 61 34  0
 0 16 742216 420160 147696 5191740    0    0  9952 11307 4900 19917  3  1 66 31  0
 2 16 742216 419172 147732 5192424    0    0  7728 10658 4329 15909  2  1 62 35  0
 0 16 742216 418420 147772 5193212    0    0 10400 11025 5347 21253  3  2 61 34  0
 6 14 742212 417312 147824 5194260    0    0 11168 12272 6242 22452  3  2 62 32  0
 1 14 742212 417968 147864 5195136    0    0 11456 13111 6090 22921  3  2 63 32  0
 2 17 742204 417600 147944 5196200    0    0 11200 12765 6026 22902  3  2 65 31  0
 2 15 742196 415104 147956 5197260    0    0 10800 12611 5647 23272  3  2 61 34  0
 3 14 742184 412388 147972 5198096    0    0 10912 12889 6558 23387  4  3 60 34  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 0 17 742184 411456 147976 5199416    0    0 11472 13111 6418 24007  3  2 61 33  0
 3 13 742184 410776 147988 5200224    0    0 10464 59872 5582 23125  3  2 59 36  0
 1 15 742184 409948 147992 5201284    0    0 10832 11299 5487 21232  3  2 61 33  0
 7 13 742180 410660 147996 5202424    0    0 10448 12402 5877 22764  3  2 62 33  0
 3 15 742180 409084 148008 5203476    0    0 10496 12058 6412 21529  3  3 61 33  0
 1 15 742180 410148 148040 5204192    0    0 11184 11687 5574 21162  3  3 57 37  0
 3 13 742176 408532 148044 5205200    0    0 10288 73259 6137 22698  3  2 57 38  0
 0 16 742172 407944 148044 5206124    4    0 10484 11375 5585 21898  3  2 64 32  0
 2 15 742152 405192 148044 5206968    0    0 10864 12436 6786 23014  3  3 66 28  0
 3 15 742152 404920 148060 5208104    0    0 10560 13046 6019 23080  3  2 61 34  0
 1 18 742152 403164 148068 5209156    0    0 11920 11710 5974 23151  3  2 66 29  0
 1 15 742152 401660 148080 5210060    0    0 10912 13545 6636 23759  3  3 62 32  0
 3 14 742152 401644 148100 5211216    0    0 10592 12310 5666 21692  3  3 60 34  0
 0 16 742148 400488 148108 5212184    0    0 11104 12045 5707 23252  3  1 66 30  0
 1 15 742148 400888 148128 5213020    0    0 11392 13853 5984 22592  3  3 62 32  0
 1 16 742144 398816 148136 5213960    0    0 10832 11027 5127 20803  3  2 61 34  0
 1 15 742136 397328 148156 5215088    0    0 11520 12323 6786 22863  4  3 55 38  0
 1 15 742132 396892 148180 5216232    0    0 10800 13340 5993 23905  3  2 61 34  0
 1 15 742124 395588 148200 5217340    0    0 11136 13249 5887 24457  3  2 62 33  0
 0 16 742124 393840 148248 5218420    0    0 11104 12092 5913 22201  3  2 59 36  0
 3 14 742124 393332 148256 5219504    0    0 10544 12599 6113 20343  3  3 59 35  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 0 17 742112 392336 148324 5220596    0    0 11600 12543 6178 23936  3  2 61 33  0
 3 14 742112 392256 148344 5221736    0    0 11184 13028 6152 22814  4  2 61 33  0
 0 16 742112 389328 148356 5222676    0    0 11136 11367 5839 22256  3  2 65 30  0
 1 16 742112 387292 148420 5223580    0    0 10528 12987 5984 23585  3  2 64 31  0
 1 15 742108 386696 148436 5224800    0    0 10800 12125 5267 21716  2  1 63 34  0
 0 16 742108 387092 148444 5225700    0    0 10608 11741 5666 21970  3  2 61 34  0
 0 15 742108 384784 148456 5226484    0    0 11088 12948 6082 21772  3  2 66 30  0
 2 14 742108 382996 148480 5227548    0    0 10560 12379 6279 22311  3  2 67 29  0
 1 15 742108 381896 148512 5228488    0    0 10560 11870 6076 21245  3  2 66 30  0
 0 16 742100 381960 148516 5229336    0    0 10416 10736 5370 21215  3  2 67 29  0
 1 15 742100 381372 148520 5230140    0    0 10576 12441 5520 22170  3  2 63 33  0
 2 15 742100 380092 148520 5231056    0    0 10096 11503 5025 21082  3  1 64 32  0
 1 15 742100 377940 148524 5232144    0    0 10704 12417 5569 22943  3  2 59 35  0
 2 15 742100 377144 148540 5233052    0    0 10560 12786 5994 21897  3  2 57 37  0
 2 15 742096 375416 148540 5234200    0    0 11056 11809 5359 22911  3  1 63 33  0
 3 15 742096 374008 148552 5234980    0    0 10192 11387 5220 21508  3  2 57 37  0
 2 15 742096 372992 148572 5235960    0    0 10912 12430 6660 22239  3  2 62 33  0
 2 17 742096 373924 148572 5236864    0    0 10352 12043 6192 20622  3  3 63 31  0
 1 16 742096 372176 148588 5237960    0    0 11184 13313 5951 22312  3  2 64 31  0
 0 17 742096 370072 148612 5238828    0    0 10768 11711 5530 22501  3  1 62 33  0
 1 17 742088 368760 148612 5239904    0    0 11520 12391 6753 23307  3  2 61 34  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 2 15 742080 368524 148612 5241064    0    0 11312 13547 6049 24050  3  2 62 33  0
 2 16 742076 366408 148620 5242060    0    0 10416 12549 5528 22218  3  2 64 32  0
 0 16 742064 364992 148632 5242836   12    0 11180 13505 6203 23659  4  2 61 33  0
 0 16 742064 363900 148632 5244116    0    0 11072 11549 6096 21975  3  2 64 30  0
 2 16 742056 364692 148644 5245284    0    0 11440 11592 6049 22955  3  3 60 34  0
 1 14 742048 363504 148664 5246220    0    0 10496 12680 5938 22302  3  2 60 34  0
 1 16 742040 361360 148668 5247096    0    0 10656 12505 5624 22898  3  2 59 36  0
 1 14 742036 358608 148700 5248140    4    0 10932 12427 6512 21121  3  3 55 39  0
 1 15 742036 358416 148708 5249232    0    0 11136 12438 6102 23720  3  1 62 34  0
 1 15 742032 357464 148732 5250228    0    0 11232 12708 6018 23708  3  2 61 34  0
 1 15 742032 357192 148740 5251416    0    0 10000 11988 5947 23425  3  3 61 33  0
 2 15 742032 356520 148740 5252324    0    0  7104  9894 4565 16742  2  1 65 32  0
 2 15 742032 354948 148756 5253176    0    0 11056 12112 5813 22323  3  3 66 29  0
 1 17 742024 358036 148756 5254024    0    0 11520 13331 5950 22613  3  3 62 32  0
 3 14 742024 353692 148760 5255048    0    0 10576 11995 5470 21541  3  2 67 28  0
 3 14 742016 351808 148768 5255908    0    0 10656 12737 6411 21960  3  2 61 34  0
 1 16 742004 350936 148776 5256964    0    0 11312 12753 5979 23718  3  2 60 34  0
 2 14 742004 350584 148784 5257872    0    0 10704 11867 5221 21319  3  1 60 35  0
 2 15 742000 349872 148784 5258860   16    0 10592 12277 6268 22789  3  2 62 33  0
 0 16 741996 347960 148784 5259696    0    0 10944 12990 6719 22924  3  3 63 31  0
 1 15 741996 347120 148784 5260876    0    0 10672 12536 6018 22742  4  2 62 32  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 3 15 741996 346888 148784 5261896    0    0 10784 12966 5900 22120  3  3 63 31  0
 2 14 741992 344492 148792 5262760    0    0 10848 12477 6729 22279  3  3 59 35  0
 2 14 741992 344032 148796 5263712    0    0 11168 13317 6244 22871  3  2 57 38  0
 0 16 741988 343808 148796 5264668    4    0 11300 12609 5683 23075  3  2 62 33  0
 2 14 741984 341236 148804 5265728    0    0 11632 12970 6219 23770  4  3 64 30  0
 3 15 741980 339400 148816 5266868    0    0 10800 13014 6513 22515  3  3 61 33  0
 1 17 741980 339544 148832 5268044    0    0 10816 13210 6466 23589  3  2 60 35  0
 3 13 741968 338068 148836 5269096    0    0 11088 13396 6160 22983  3  2 68 27  0
 2 16 741960 340416 148844 5270208    0    0 11056 12040 5715 22413  3  2 59 35  0
 0 17 741956 337316 148848 5271092    0    0 10656 12466 6000 21575  4  3 59 35  0
 0 17 741952 334772 148852 5272124    0    0 10816 12452 6455 23393  3  2 61 33  0
 3 14 741952 334108 148860 5273116    0    0 10896 12469 6010 22862  3  2 63 32  0
 0 16 741952 333112 148860 5273944    0    0 10944 12286 5851 21795  3  2 59 36  0
 0 16 741944 331408 148860 5274996   12    0 11100 13120 6784 22456  3  2 62 32  0
 1 16 741944 330900 148864 5276280    0    0 11472 12221 6382 22371  3  2 61 34  0
 1 16 741936 331592 148868 5277184    0    0 11552 12598 6063 23583  3  2 60 35  0
 3 17 741924 330552 148876 5278116    0    0 10960 11719 5525 22002  3  2 60 35  0
 1 15 741924 328508 148896 5279168    0    0 11168 12038 5682 21582  3  2 63 32  0
 2 14 741916 327308 148900 5280080    0    0 11728 11758 6231 23375  4  2 63 31  0
 0 16 741912 326680 148908 5281088    0    0 11040 13119 5827 22616  3  2 61 33  0
 0 17 741900 325380 148912 5282092    0    0 10816 11647 5211 21772  3  2 61 35  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 2 15 741896 326568 148924 5282968    4    0 11236 12586 6315 22029  3  2 61 34  0
 0 16 741896 324380 148928 5283868    0    0 11072 12909 6401 23836  3  2 60 35  0
 1 16 741880 323168 148932 5284760    0    0 10368 12136 5619 22167  3  2 61 34  0
 1 15 741876 322508 148932 5285592    0    0 10640 12055 5678 21852  3  3 59 35  0
 1 16 741872 324532 148936 5286564    0    0 11632 12696 6535 23352  3  2 60 35  0
 0 18 741872 318896 148944 5287648    0    0 10416 12407 5706 22242  3  2 63 33  0
 1 17 741864 318424 148948 5288536    0    0 10912 11559 5478 21714  3  2 62 33  0
 1 15 741860 316304 148956 5289564    0    0 11296 12558 5551 23514  3  2 62 33  0
 1 17 741852 316552 148956 5290692    0    0 10128 11716 5144 21536  3  2 60 35  0
 0 16 741852 314024 148956 5291596    0    0 10928 12665 5864 22205  3  2 61 33  0
 0 16 741844 312812 148968 5292724    0    0 11280 13562 6235 22780  3  2 61 34  0
 2 14 741832 314304 148968 5293576   16    0 10688 13092 5852 22374  3  3 58 36  0
 1 15 741832 314200 148968 5294452    0    0 10944 12205 5194 21796  3  2 61 34  0
 1 14 741832 312756 148968 5295344    0    0 10768 12724 5619 22753  4  2 62 33  0
 0 16 741832 310868 148968 5296176    0    0 10832 11716 6095 22917  3  1 63 32  0
 2 17 741824 312356 148980 5297136    8    0 10648 13004 5908 23126  3  2 64 31  0
 1 14 741824 310096 148980 5298232    0    0 10272 12113 5394 21095  3  2 63 32  0
 1 15 741824 307308 148980 5299112    0    0 10544 13027 5579 23156  3  2 63 32  0
 2 14 741824 305324 148984 5300068    0    0  9952 12024 5858 20976  3  2 59 37  0
 1 16 741812 305968 148984 5300980    0    0 11040 11978 5664 21874  3  2 59 35  0
 1 16 741812 305920 148996 5301932    0    0 10448 12190 5163 21333  3  1 65 31  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 0 16 741804 326012 149000 5298788    0    0 11408 13672 6653 24494  3  3 58 36  0
 1 15 741800 327752 149004 5299664    0    0 11040 12938 5934 22520  3  2 59 36  0
 0 20 741788 323144 149004 5300564    0    0 11824 12146 6999 22951  3  3 61 33  0
 2 14 741772 318488 149008 5301592    0    0 11248 12619 5799 22349  3  2 60 35  0
 1 15 741768 316792 149020 5302636    0    0 10720 12585 5965 22811  3  2 57 37  0
 0 17 741768 313132 149020 5303692    0    0 11104 14524 6726 24122  3  2 59 36  0
 0 16 741760 315108 149020 5304908    0    0 11072 12199 5506 23443  3  2 57 38  0
 2 15 741744 310236 149020 5305924    0    0  9008 11793 4908 19391  3  2 60 35  0
 2 15 741744 311236 149024 5306660    0    0  7872 10289 4442 18578  2  2 55 41  0
 2 15 741740 310692 149032 5307596    8    0 11064 13309 6144 23233  3  3 58 36  0
 3 14 741732 309384 149032 5308544    0    0 10736 12212 5866 23767  3  2 63 31  0
 1 16 741732 309148 149032 5309416    0    0 10880 12991 5905 22464  3  2 59 36  0
 0 16 741720 306840 149032 5310500    0    0 10816 12000 5509 22155  3  2 62 33  0
 1 17 741700 307176 149032 5311528    0    0 10560 12191 5864 22514  3  2 66 29  0
 3 14 741700 305472 149040 5312492    0    0 10912 13222 6753 22606  3  3 66 28  0
 2 15 741696 304628 149040 5313272    0    0 11056 11952 5824 22163  3  2 53 41  0
 3 15 741696 303772 149040 5314460    0    0 11632 13391 5733 24903  3  3 58 36  0
 1 15 741692 301316 149040 5315488    0    0 11712 12181 5787 22909  3  3 61 33  0
 1 15 741688 301024 149044 5316608    0    0 11392 13745 6100 23223  3  2 63 32  0
 1 14 741676 300688 149052 5317384    0    0 10528 12946 5707 22819  3  2 61 34  0
 0 15 741672 299408 149056 5318376    0    0 10416 11958 5351 21690  3  2 62 33  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 3 17 741672 297388 149056 5319512    0    0 11088 11723 5503 23436  3  2 63 32  0
 2 17 741672 294752 149056 5320524    0    0 10784 12272 5984 22279  3  3 62 32  0
 1 14 741660 294824 149056 5321304    0    0 10288 12566 5608 22065  3  2 63 32  0
 3 14 741656 294488 149064 5322064    0    0 10976 12255 5760 21980  3  2 60 35  0
 0 16 741628 293508 149064 5322876   40    0 11000 13494 6472 22976  3  2 63 31  0
 1 16 741628 291132 149064 5323988    0    0 12048 13112 6689 23030  3  3 62 32  0
 1 18 741620 290880 149064 5324952    0    0 11456 13357 5683 23282  3  2 66 29  0
 1 15 741608 289176 149064 5325956    0    0 10976 14097 6227 22402  3  2 70 25  0
 0 15 741604 287840 149076 5327168    0    0 10736 12134 5944 21602  3  2 68 27  0
 1 15 741604 286992 149088 5328156    0    0 11440 13386 6482 25476  3  2 70 24  0
 3 15 741600 284796 149088 5329236    0    0 10896 13837 6239 23061  3  3 63 31  0
 0 16 741596 284064 149088 5330196    0    0 11376 14228 6057 24250  3  2 60 35  0
 2 13 741592 283524 149088 5331204    0    0 10208 12639 5775 21313  3  2 63 32  0
 3 14 741580 281016 149096 5332212    0    0 10960 11803 5629 22706  3  2 62 33  0
 2 13 741580 280440 149096 5333248    0    0 11392 13123 5692 23437  4  3 58 36  0
 0 16 741572 280124 149096 5334228   16    0 11312 13646 5886 24034  3  1 63 34  0
 1 17 741572 278344 149096 5335100    0    0 10480 11585 5538 21161  3  2 57 38  0
 0 16 741572 277724 149100 5335920    0    0 10400 12761 5894 22568  3  2 60 35  0
 2 13 741568 277052 149108 5336940    0    0 11760 13285 5601 23603  3  1 65 31  0
 1 16 741568 275576 149108 5338188    0    0 11088 13700 5625 22900  3  2 61 34  0
 0 16 741564 273400 149108 5339332    0    0 11456 12694 5504 23189  3  3 61 32  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 0 16 741564 272264 149108 5340188    0    0 11376 12976 5604 22904  3  2 61 34  0
 0 15 741564 272228 149108 5340992    0    0 10704 12710 5604 23471  3  1 63 32  0
 2 15 741564 271556 149116 5342076    0    0 10704 13234 5440 22458  3  2 61 35  0
 3 15 741564 271380 149116 5343288    0    0 10832 13059 5230 22484  3  2 60 36  0
 1 16 741560 271264 149116 5344364    0    0 11072 12036 5524 21787  3  2 62 34  0
 2 15 741552 270896 149116 5345360    0    0 11392 12837 5721 23568  3  2 60 34  0
 3 14 741552 269484 149116 5346160    0    0 10880 12472 5790 22993  3  2 65 30  0
 3 14 741548 268952 149128 5347360    0    0 11792 12621 5407 23642  3  2 62 33  0
 1 16 741548 267716 149128 5348544    0    0 10960 12331 5461 23046  3  2 61 34  0
 3 15 741548 266896 149132 5349480    0    0 11056 12521 5391 21924  3  2 64 31  0
 1 15 741548 265340 149132 5350648    0    0 10992 12735 5472 23052  3  2 60 34  0
 0 17 741540 264764 149132 5351628    0    0 10528 12551 5284 21503  3  2 64 31  0
 2 16 741540 263060 149140 5352880    0    0 11648 12767 5385 24277  3  2 59 36  0
 2 16 741536 261804 149140 5353856    0    0 10896 13155 5605 22979  3  2 62 33  0
 0 17 741556 297388 149100 5316368    0   24 10912 13609 5747 23546  3  3 60 34  0
 1 16 741548 297484 149100 5317036    0    0 11568 12310 5658 22385  4  2 55 39  0
 0 17 741540 298300 149100 5317904    0    0 11296 13403 6136 22947  3  2 61 33  0
 1 16 741532 296692 149108 5318828    0    0 10836 12942 6284 22780  3  2 63 32  0
 1 15 741532 295824 149108 5319904    0    0 10768 12111 5856 21601  3  2 60 34  0
 2 15 741528 294388 149108 5320884    0    0 11216 13069 5882 22936  3  2 60 34  0
 4 13 741516 293092 149108 5321784   32    0 11616 13388 5810 23820  3  2 63 31  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 2 15 741516 291400 149108 5322724    0    0 11216 12953 5811 23038  3  3 61 33  0
 1 16 741508 289620 149116 5323840    0    0 11504 12226 5539 23169  3  2 60 34  0
 1 15 741508 289140 149116 5324872    0    0 10384 13137 5466 21781  3  2 63 32  0
 1 16 741504 287996 149116 5326036    0    0 10864 12276 5835 23491  3  3 67 28  0
 0 16 741504 285872 149120 5327200    0    0 10752 13732 5991 22753  3  2 64 30  0
 1 16 741504 285656 149120 5328036    0    0  7264  9700 4200 15996  2  1 68 29  0
 0 18 741496 286196 149128 5328768    0    0 10784 11612 5730 23009  3  2 59 35  0
 1 15 741496 285668 149128 5329968    0    0 11008 13063 5727 21594  3  2 60 35  0
 0 16 741496 284148 149128 5330772    0    0 10496 13054 5550 22597  3  2 59 36  0
 3 16 741488 283332 149128 5331672    0    0 10624 11942 5280 22188  3  2 60 34  0
 0 17 741488 281236 149128 5332820    0    0 10752 12453 5301 22170  3  2 57 39  0
 0 15 741488 279852 149136 5333852    0    0 10560 13864 5790 23813  3  2 61 34  0
 2 14 741480 279176 149136 5335000    0    0 10896 13460 5486 23313  3  2 57 38  0
 1 15 741480 277700 149136 5335948    0    0 10896 13199 5533 21474  3  2 55 39  0
 0 16 741472 277164 149136 5336816    0    0 10176 12614 5167 20188  3  2 60 35  0
 4 14 741464 276316 149136 5337964    0    0 11536 12395 5563 24099  4  3 62 31  0
 4 16 741460 274852 149144 5338812    0    0 10800 13206 5257 22382  3  2 64 31  0
 2 15 741460 274140 149144 5339772   16    0 11760 13207 5889 23038  3  2 65 31  0
 2 14 741444 274180 149144 5340856    8    0 10632 12830 5297 21805  3  1 65 31  0
 1 16 741436 271708 149144 5341816    0    0 11152 13147 5328 23454  3  2 61 34  0
 0 16 741436 271388 149144 5342804    0    0 10896 13495 5493 22527  3  2 60 35  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 0 17 741436 271116 149152 5343668    0    0 10816 12935 5529 22539  3  2 57 37  0
 0 16 741436 270544 149152 5344808    0    0 11664 12593 5689 22810  3  2 64 31  0
 2 14 741424 269304 149156 5345884    0    0 11024 13056 5610 23556  3  2 63 32  0
 2 15 741424 269620 149156 5346772    0    0 10784 12106 5223 23481  3  2 64 31  0
 1 15 741424 268476 149156 5347824    0    0 10720 13272 5511 22585  3  3 60 34  0
 0 15 741424 268284 149164 5349024    0    0 11472 12137 5495 23250  3  2 64 32  0
 2 16 741424 266900 149176 5350124    0    0 11564 13124 6047 24499  3  3 66 28  0
 2 16 741424 265048 149176 5350992    0    0 10208 11926 5320 21270  4  3 64 29  0
 0 17 741420 264160 149176 5352060    0    0 10768 11929 5274 21463  3  2 70 25  0
 0 15 741420 264056 149176 5352900    0    0 10960 12729 5724 22962  3  2 59 35  0
 2 14 741420 262504 149184 5354052    0    0 11168 13463 5926 23341  3  2 62 33  0
 0 16 741432 301028 149108 5314336    0   12 10880 12595 5401 23131  3  2 63 32  0
 0 17 741432 299864 149108 5315504    0    0 10272 11798 5611 22617  3  1 67 29  0
 0 16 741428 299248 149108 5316552   16    0 11024 12271 5676 22821  3  2 63 32  0
 3 14 741412 297188 149108 5317416   16    0 10592 12750 5349 20917  3  2 61 34  0
 1 15 741412 296752 149116 5318184    0    0  9984 11758 5931 21796  3  2 62 33  0
 2 14 741412 294076 149116 5319416    0    0 10784 13051 5620 23136  3  2 64 31  0
 0 15 741412 293592 149116 5320400    0    0 10736 12859 5414 22692  3  2 63 32  0
 2 14 741404 292684 149116 5321264    0    0 10384 13347 5328 23429  3  2 61 34  0
 2 13 741400 291512 149116 5322340    4    0 10436 10994 5198 21008  3  2 68 27  0
 0 15 741392 291336 149124 5323344    0    0 11440 13066 5821 23009  3  2 60 34  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1 15 741388 290736 149124 5324304    0    0 10720 12363 5231 22011  3  1 61 35  0
 0 16 741388 289268 149124 5325248    0    0 10848 12358 5361 22314  3  1 63 33  0
 1 17 741384 288520 149128 5326144    0    0 10944 12519 5283 23060  3  2 63 32  0
 1 15 741384 285564 149128 5327148    0    0 11456 12908 5693 23830  3  3 59 35  0
 2 15 741384 283552 149136 5328272    0    0 10992 13723 5596 22650  3  2 61 34  0
 0 16 741384 283804 149136 5329304    0    0 10992 12862 5574 22563  3  2 62 33  0
 1 15 741384 283164 149136 5330284    0    0 11152 11834 5152 22037  3  2 60 35  0
 2 15 741384 282092 149136 5331376    0    0 11328 13410 5618 23719  3  2 60 34  0
 4 13 741384 281732 149136 5332356    0    0 10416 12521 5141 21929  3  2 62 33  0
 1 15 741384 280080 149144 5333408    0    0 11168 12900 5537 22111  3  3 61 33  0
 3 12 741372 279048 149144 5334256    4    0 10308 11961 4891 20884  3  2 64 32  0
 2 14 741372 279332 149144 5335464    0    0 11312 12966 5561 23158  3  2 61 34  0
 4 13 741368 276708 149144 5336544    0    0 10624 12455 5287 21287  3  2 58 37  0
 2 16 741368 277548 149144 5337500    0    0 10560 12206 5371 21309  3  2 60 35  0
 1 15 741360 274452 149156 5338376    4    0 10500 11220 5313 22251  3  2 62 33  0
 4 14 741360 273760 149156 5339344    0    0 11360 12884 5709 21763  3  2 63 32  0
 1 15 741356 272868 149156 5340400    0    0 10464 12529 5435 23559  2  2 65 31  0
 1 15 741356 272304 149156 5341400    0    0 10816 13756 5868 23382  3  2 59 36  0
 1 15 741356 271900 149156 5342344    0    0 11056 12677 5419 23280  3  2 60 35  0
 2 13 741348 269436 149164 5343376    0    0 10800 12029 5122 21239  3  2 63 33  0
 2 15 741348 269476 149164 5344088    0    0 10544 13166 5635 22382  3  1 66 31  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 7 13 741348 267480 149164 5345224    0    0 11424 13252 5625 22927  4  3 59 34  0
 0 16 741348 266852 149164 5346224    0    0  9392 12646 4822 19174  2  1 60 36  0
 2 14 741344 266168 149164 5347092   12    0  8796 10625 4473 19247  3  2 60 35  0
 2 15 741344 265836 149172 5347872    0    0 10048 12061 4803 21214  3  2 59 36  0
 3 15 741344 264868 149172 5348828    0    0 11600 13734 5736 24103  4  2 60 35  0
 1 15 741340 265632 149172 5349832    0    0 10992 13585 5650 23731  3  2 60 35  0
 1 15 741336 262748 149172 5350748    0    0 11376 13028 5484 23950  4  3 59 35  0
 0 16 741344 301908 149088 5310648    0   12 11040 13422 5791 22940  3  2 61 34  0
 2 13 741332 300848 149096 5311780    0    0 10848 12998 5854 22982  3  2 59 36  0
 1 17 741332 299596 149096 5312732    0    0 10512 12390 5557 20255  3  3 61 33  0
 1 15 741320 299516 149100 5313912    0    0 11504 12925 5686 21725  3  2 59 36  0
 1 15 741316 297456 149100 5314696    0    0 10864 12096 5483 21401  3  2 60 35  0
 3 14 741316 296832 149100 5315668    0    0 10544 12951 6169 22547  3  2 65 30  0
 0 16 741312 296708 149108 5316584    0    0 11024 12860 5975 23475  4  2 60 34  0
 0 16 741312 295420 149108 5317608    0    0 10928 12982 5275 22429  3  2 62 34  0
 4 16 741312 294760 149108 5318528    0    0 10240 12201 5295 21241  3  3 56 38  0
 2 17 741312 294368 149108 5319312    0    0  9376 12536 5295 20015  3  2 58 37  0
 1 15 741312 293148 149108 5320256    0    0 11008 12587 5704 24010  3  2 60 35  0
 0 16 741308 292700 149116 5321348    0    0 10320 12191 5351 22182  3  2 58 38  0
 0 15 741300 291788 149116 5322464    0    0 10336 12417 5662 22701  3  1 65 31  0
 2 14 741296 290228 149116 5323472    0    0 10688 12387 5582 22382  3  2 63 32  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 0 17 741296 290184 149116 5324456    0    0 10736 12785 5511 22968  3  2 60 35  0
 1 16 741296 287412 149116 5325540    0    0 10624 13491 5734 22513  3  3 63 31  0
 1 16 741288 287484 149124 5326748    0    0 11344 12663 5712 22626  3  2 65 30  0
 1 16 741280 286156 149124 5327608    0    0 10960 12207 5305 21871  3  2 63 33  0
 2 14 741276 284228 149124 5328676    0    0 10272 13776 6386 21880  3  2 62 33  0
 2 14 741268 283384 149128 5329536    0    0 10976 12830 5878 22933  3  3 66 28  0
 2 16 741268 283644 149128 5330600    0    0 10912 12257 5716 22708  3  2 64 31  0
 2 14 741260 282168 149136 5331480    0    0  9968 12040 5317 21257  3  3 61 33  0
 0 16 741260 281856 149136 5332912    0    0 10704 13555 5871 23296  3  2 64 31  0
 1 16 741260 280208 149136 5333428    0    0 10656 12176 5440 22350  3  2 64 32  0
 2 14 741248 279832 149136 5334308    0    0 10688 12975 5454 21784  3  2 68 27  0
