procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 2 16 749528 302240 156484 5824528    0    0 11024 12533 4658 20835  3  3 63 32  0
 1 15 749528 301868 156484 5825356    0    0 11008 12307 4589 20331  2  2 65 31  0
 2 14 749528 301708 156492 5826444    0    0 11520 12559 4725 21103  3  2 68 27  0
 1 16 749528 300844 156492 5827248    0    0 11376 12115 4675 20277  3  2 65 31  0
 1 15 749524 299596 156492 5828280    0    0 11152 13361 5068 20710  3  2 62 33  0
 0 15 749524 298852 156492 5829304    0    0 10656 11800 4542 20941  3  2 64 31  0
 0 16 749524 297760 156496 5830352    0    0 11696 12596 4924 20825  3  2 65 30  0
 1 17 749524 296892 156504 5831212    0    0 10768 12311 4871 19555  3  2 65 30  0
 2 16 749524 295652 156504 5832172    0    0 11360 12228 4833 21126  3  3 62 33  0
 1 16 749520 294772 156504 5833188    0    0 10416 12401 4674 19664  3  3 59 35  0
 1 15 749516 293408 156504 5834152    0    0 10640 12192 4625 20332  3  2 61 34  0
 1 12 749516 292928 156504 5834944    0    0 11424 12177 4568 21212  3  3 61 33  0
 0 16 749516 292284 156512 5835968    0    0 11040 14758 5098 23006  3  2 63 32  0
 1 17 749516 291420 156512 5836980    0    0 11824 13317 4837 21941  3  2 59 36  0
 2 15 749516 290556 156512 5838024    0    0 11232 12403 4737 20709  3  2 62 33  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1 14 749516 290068 156512 5838932    0    0 11552 13392 4786 21706  3  2 59 35  0
 0 17 749516 288952 156512 5839904    0    0 11344 12658 4926 20816  3  3 64 31  0
 1 16 749516 288084 156520 5840976    0    0 11056 13614 4917 22532  3  2 62 34  0
 0 16 749516 286968 156520 5842064    0    0 10912 13607 4733 20418  3  2 64 31  0
 3 14 749512 285976 156520 5842944    0    0 11632 13328 5029 21540  3  2 64 31  0
 5 10 749508 284764 156520 5844032    0    0 11440 12710 4726 20440  3  2 62 33  0
 4 15 749508 283896 156520 5845060    0    0 11120 12659 4879 21978  3  2 64 32  0
 1 16 749508 283388 156528 5845960    0    0 10528 11757 4295 19868  2  2 64 31  0
 2 14 749508 282484 156528 5846900    0    0 11328 11295 4623 21634  3  1 64 32  0
 2 16 749508 281104 156528 5848008    0    0 11408 13248 4750 21539  3  2 60 35  0
 1 16 749504 281076 156528 5849004    0    0 11152 12128 4479 21216  2  1 64 32  0
 1 15 749504 279836 156528 5849948    0    0 10896 13648 5146 20747  3  3 62 33  0
 1 16 749504 279148 156536 5850896    0    0 10160 12089 4488 18906  2  3 58 37  0
 1 15 749500 277672 156536 5851884    0    0 10960 11473 4314 19480  2  2 62 34  0
 1 15 749500 277320 156536 5852716    0    0 11184 12160 4457 21717  3  1 60 36  0
 0 17 749500 276576 156536 5853656    0    0 11200 11987 4583 20697  3  2 61 34  0
 2 15 749492 276488 156536 5854448    0    0 10560 12553 4647 20517  2  2 61 35  0
 3 13 749488 275148 156544 5855392    0    0 11424 12497 4682 20853  3  2 59 36  0
 1 16 749488 274092 156544 5856508    0    0 11328 12641 4590 21377  3  2 59 36  0
 2 14 749488 272924 156544 5857572    0    0 11024 11902 4579 20781  3  2 63 32  0
 1 16 749488 272164 156544 5858444    0    0  8592 10148 3874 16049  2  2 62 34  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1 18 749488 271668 156544 5859208    0    0  9472 10564 3984 17308  2  1 70 27  0
 3 15 749484 271288 156552 5860052    0    0 11392 11563 4608 20296  2  2 69 27  0
 2 15 749480 269856 156552 5861076    0    0 11728 13387 5160 21570  3  1 68 28  0
 2 15 749476 268792 156552 5862144    0    0 11200 13343 4815 20547  3  2 64 31  0
 1 15 749476 268092 156552 5862932    0    0 11248 12049 4877 22318  3  3 64 31  0
 0 16 749476 266976 156552 5863868    0    0 10560 12105 5127 19712  3  3 68 26  0
 3 13 749476 266108 156560 5864888    0    0 11664 13401 5279 21937  3  2 65 30  0
 1 16 749476 265076 156560 5865904    0    0 11312 12219 4836 21565  3  3 61 33  0
 2 15 749476 264820 156560 5867000    0    0 12144 13149 4879 21701  3  1 65 31  0
 3 16 749500 307964 156516 5822848    0   24 11632 13496 5752 21762  3  2 61 34  0
 0 17 749500 307092 156516 5823800    0    0 10624 12157 4878 19885  2  2 66 30  0
 3 15 749496 305976 156524 5824808    0    0 11968 12158 5051 21204  3  2 61 34  0
 1 14 749496 304368 156524 5825812    0    0 11104 14039 5238 22996  3  2 62 33  0
 2 16 749496 303776 156524 5826884    0    0 11424 11711 4359 19874  3  2 61 34  0
 0 15 749496 302536 156524 5827732    0    0 10336 12351 4344 19570  2  2 63 33  0
 1 14 749492 301880 156528 5828600    0    0 10816 11204 4347 18680  3  2 62 33  0
 3 15 749488 300320 156536 5829584    0    0 10976 12982 4663 21754  3  2 63 32  0
 3 15 749480 299080 156536 5830560    0    0 11712 12459 4517 20989  2  2 63 34  0
 2 15 749480 298088 156536 5831460    0    0 10672 12456 4412 19764  3  2 60 35  0
 2 15 749480 296944 156536 5832376    0    0 11504 13135 5312 21612  3  2 63 32  0
 1 16 749472 295468 156536 5833440    0    0 11168 12196 5146 21736  3  2 64 31  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1 16 749472 294484 156544 5834392    0    0 11664 12283 4799 21585  2  1 64 33  0
 0 17 749472 293512 156544 5835380    0    0 11344 11598 4503 21212  2  2 66 30  0
 2 17 749472 292500 156548 5836404    0    0 10800 12742 4619 19901  2  1 63 34  0
 2 15 749472 291780 156548 5837352    0    0 11184 12365 5279 21275  3  3 61 33  0
 0 17 749472 291160 156548 5838188    0    0 10928 11972 4669 19839  3  2 61 34  0
 1 16 749468 290168 156556 5839068    0    0 11312 11787 4505 19680  3  1 64 32  0
 3 13 749464 289412 156556 5839944    0    0 10896 12502 4583 20049  3  2 60 35  0
 2 15 749464 288708 156556 5841016    0    0 11024 12574 4519 19826  3  2 58 37  0
 0 16 749464 287360 156556 5841916    0    0 12288 12969 4901 21974  3  1 64 32  0
 2 17 749464 286816 156556 5842720    0    0 11520 12336 4731 20163  3  2 61 34  0
 0 16 749464 285848 156564 5843528    0    0 11840 13250 4822 21890  3  2 61 35  0
 1 18 749464 285460 156564 5844380    0    0 10400 12176 4492 19765  3  1 61 35  0
 1 16 749460 284016 156564 5845368   16    0 11120 12257 4746 21733  3  3 61 34  0
 1 15 749460 283280 156564 5846376    0    0 11376 13012 4787 20178  3  2 62 33  0
 1 17 749460 282052 156564 5847216    0    0 11024 11944 4833 19803  3  2 59 36  0
 1 17 749456 280936 156572 5848168    0    0 10800 13494 5037 20708  3  2 64 30  0
 2 14 749452 279728 156572 5849268    0    0 12192 12506 4485 21429  3  2 58 37  0
 0 16 749444 278964 156572 5850336    0    0 10704 13147 4326 20047  2  2 65 31  0
 0 17 749440 277476 156572 5851452    0    0 10816 12343 4624 20663  3  2 66 29  0
 0 16 749436 276740 156572 5852560    4    0 10852 13145 4760 21305  3  2 63 32  0
 6 14 749432 275636 156580 5853688    0    0 11664 13117 4822 22182  3  2 61 34  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 0 16 749412 274644 156580 5854800    0    0 10960 12820 4533 21515  3  2 64 32  0
 1 15 749412 273652 156580 5855840    0    0 11504 14385 4783 21082  3  2 60 35  0
 1 16 749408 272288 156584 5856940    0    0 10896 11923 4389 19942  3  2 58 37  0
 1 17 749408 271328 156584 5857824    0    0 11600 13413 5214 22890  3  3 60 35  0
 0 15 749408 269716 156596 5858804    0    0 11136 12989 4468 21040  2  2 63 32  0
 2 15 749408 268480 156596 5859752    0    0 11104 13264 4580 20992  2  2 61 35  0
 1 16 749408 268356 156596 5860712    0    0 11200 12797 5044 21623  3  3 64 31  0
 1 14 749408 266496 156596 5861648    0    0 10944 12533 4813 20464  3  2 58 36  0
 0 16 749420 308580 156540 5816928    0   12 11488 13277 4928 20858  3  2 62 33  0
 0 16 749416 308216 156548 5817804    0    0 11760 12643 5856 23350  3  3 59 35  0
 0 15 749416 306524 156548 5818900    0    0 10912 13061 4992 21625  3  1 62 35  0
 2 15 749416 305036 156552 5819968    0    0 11040 13207 4721 20697  3  1 63 33  0
 0 14 749416 304300 156552 5820960    0    0 11024 12394 4269 20003  2  1 65 32  0
 0 17 749412 303644 156552 5821944    0    0 12112 14008 5049 21561  3  2 59 36  0
 1 14 749408 303156 156568 5822912    0    0 10752 13395 5188 22030  3  2 59 36  0
 2 16 749404 301916 156568 5824096    0    0 11872 12740 4597 22240  3  2 61 34  0
 0 18 749404 301224 156568 5825068    0    0 11392 14390 5001 22465  3  2 58 38  0
 1 15 749404 300352 156568 5825892    0    0  8960  9927 4043 16406  2  2 62 33  0
 0 16 749400 300160 156568 5826636    0    0  9360 10609 4020 17444  2  2 69 27  0
 0 18 749396 298796 156576 5827588    0    0 11280 12777 4628 20240  2  2 65 31  0
 1 15 749392 297604 156576 5828592    0    0 11136 12369 4810 21073  2  1 67 30  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1 15 749392 297264 156576 5829576    0    0 11152 14234 5377 21828  3  2 65 30  0
 2 15 749388 296296 156576 5830592    0    0 11408 13143 4720 20470  2  2 64 32  0
 3 15 749388 295472 156576 5831440    0    0 11968 13393 5238 21878  3  2 66 29  0
 4 11 749384 294424 156584 5832700    0    0 11408 13105 4571 21098  3  2 62 33  0
 2 14 749380 293196 156584 5833704    0    0 11040 12479 4481 20594  2  1 64 32  0
 0 16 749376 292032 156584 5834620    0    0 11552 12637 4913 22220  3  2 66 29  0
 2 16 749372 291044 156584 5835864    0    0 11136 13694 4769 22137  3  2 60 35  0
 2 14 749372 290480 156584 5836884    0    0 10672 11957 4525 18289  2  2 61 35  0
 3 15 749372 289908 156592 5837932    0    0 11024 12037 4488 20363  3  2 67 29  0
 0 19 749372 288876 156592 5838852    0    0 11104 12334 4979 21104  2  2 67 30  0
 1 16 749360 288768 156592 5839716   16    0 10976 13119 4931 20922  3  2 64 31  0
 2 14 749360 287372 156592 5840772    0    0 11184 12583 4894 20935  3  3 60 34  0
 0 17 749360 286204 156592 5841684    0    0 12128 13370 4953 21555  3  2 63 32  0
 1 16 749360 285068 156600 5842692    0    0 10768 13103 4728 21905  3  3 60 35  0
 1 17 749356 283952 156600 5843836    0    0 11584 14396 5227 22403  3  2 60 34  0
 2 15 749356 283224 156600 5844908    0    0 11680 12673 4694 21469  3  3 62 32  0
 3 15 749356 282528 156604 5845724    0    0 11184 12644 4522 20401  2  1 62 34  0
 2 12 749356 281620 156608 5846700    0    0 11072 12538 4545 21015  3  2 59 36  0
 3 14 749352 281056 156616 5847700    0    0 11092 12942 4935 20673  3  2 59 35  0
 1 17 749340 279664 156616 5848580    0    0 11616 13676 4756 21346  3  2 59 36  0
 0 15 749340 278796 156616 5849548    0    0 10688 13264 4947 20605  3  3 61 33  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 3 14 749340 277996 156616 5850580    0    0 11680 12995 4973 20794  3  3 59 35  0
 3 15 749340 277372 156616 5851536    0    0 11472 12196 4535 20874  3  2 62 33  0
 0 15 749340 276008 156624 5852524    0    0 11248 13403 4678 19951  3  2 61 34  0
 0 17 749340 275216 156624 5853468    0    0 11632 13368 5265 22074  3  2 60 35  0
 2 14 749340 274512 156624 5854440    0    0 10720 13621 4567 21199  3  2 61 34  0
 0 16 749340 273276 156624 5855460    0    0 11408 13101 4857 22033  3  2 65 30  0
 1 15 749336 272112 156624 5856416    0    0 10560 13099 4776 19591  3  2 61 34  0
 1 15 749336 271912 156632 5857228    0    0 11728 12579 4463 19918  2  2 62 34  0
 0 16 749336 270684 156632 5858284    0    0 11744 13838 4844 21103  3  3 60 34  0
 1 15 749336 269744 156636 5859248    0    0 10960 12715 4482 21042  3  2 59 36  0
 0 17 749336 269132 156636 5860416    0    0 11648 15023 5037 22303  3  2 63 33  0
 2 15 749336 268388 156636 5861244    0    0 11264 13513 4669 20876  3  2 63 33  0
 0 17 749332 266604 156644 5862408    0    0 10928 11871 4259 19709  2  2 61 35  0
 2 16 749328 265908 156644 5863216    0    0 11024 12523 4599 21448  3  2 61 35  0
 1 14 749328 265940 156644 5864272    0    0 11600 15184 5118 22323  3  2 61 33  0
 1 14 749328 264964 156644 5865260    0    0 10768 12705 4678 20157  2  2 61 34  0
 1 14 749328 264452 156644 5866256    0    0 10880 13503 4961 20788  3  3 61 34  0
 2 17 749336 308116 156596 5822304    0    8 10160 12561 5061 19449  2  1 67 29  0
 2 14 749332 307008 156596 5822960    0    0 10704 12263 4954 20853  3  2 64 32  0
 0 16 749332 305552 156596 5824000    0    0 11296 12450 4998 21772  3  2 63 32  0
 1 16 749328 304436 156596 5824984    0    0 11824 13166 4970 20839  3  1 60 36  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 2 14 749328 303232 156600 5826020    0    0 11344 13176 4839 21929  3  3 62 33  0
 1 15 749324 302264 156616 5826928    0    0 10592 13546 5188 20416  3  3 67 28  0
 1 15 749316 301320 156620 5827836    0    0 11264 12310 4317 20333  3  2 59 36  0
 0 15 749316 300824 156624 5828812    0    0 11168 13552 4857 21208  3  2 61 34  0
 0 16 749316 298788 156624 5829936    0    0 11024 13533 4850 22006  3  3 59 35  0
 4 12 749316 297472 156624 5831052    0    0 11312 12292 4614 20129  3  2 65 31  0
 0 16 749316 296728 156632 5831988    0    0 12192 14007 5121 22930  3  2 58 37  0
 1 15 749316 295492 156632 5833012    0    0 10880 12173 4973 18965  3  2 62 33  0
 0 16 749316 294752 156632 5833916    0    0 10512 12904 4786 19476  3  2 64 31  0
 2 15 749312 293728 156632 5834764    0    0 11376 12043 4635 21120  2  1 62 35  0
 0 15 749312 292532 156632 5835640    0    0 11184 13403 5056 21916  3  2 61 33  0
 1 15 749308 291284 156640 5836680    0    0 11200 12593 5077 21114  3  2 59 36  0
 1 15 749304 290640 156640 5837788    0    0 11072 12500 4578 21254  3  2 59 35  0
 2 14 749300 290404 156640 5838596    0    0 10752 12262 4420 19374  2  2 62 33  0
 1 15 749300 289536 156640 5839284    0    0  7888 10725 3730 16233  2  1 65 32  0
 0 16 749296 288616 156640 5839960    0    0  9568 11322 4194 19437  2  1 65 32  0
 1 16 749296 287296 156648 5840964    0    0 11200 13115 4905 20459  3  2 65 30  0
 3 15 749292 286560 156648 5841764    0    0 11184 12734 5103 21470  3  2 65 30  0
 1 16 749288 285024 156648 5842940    0    0 11504 13827 5057 21550  3  2 64 32  0
 2 15 749284 284456 156648 5843792    4    0 10356 12075 4467 18394  3  3 62 33  0
 1 13 749284 283656 156648 5844760    0    0 11696 12652 4758 21797  3  2 65 30  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1 16 749280 282128 156656 5845576    0    0 11392 13572 5370 20785  3  3 61 33  0
 4 11 749276 281476 156656 5846756    0    0 11376 12993 4872 19920  2  2 66 31  0
 1 17 749268 279864 156656 5847888    0    0 11408 13283 4749 20670  3  2 63 32  0
 2 15 749268 278328 156656 5848908    0    0 11072 13397 4748 22080  3  3 63 32  0
 3 12 749260 277880 156656 5849940    0    0 11760 13221 4694 20835  3  2 63 33  0
 1 17 749256 276640 156664 5851060    0    0 11664 12469 4690 21272  3  2 65 31  0
 1 17 749252 275848 156664 5852072    0    0 11232 12337 4607 21317  3  2 62 33  0
 1 17 749244 275696 156664 5853072    0    0 11184 12383 4300 21040  3  2 61 34  0
 0 16 749244 274280 156664 5853984    0    0 11232 13196 5021 21713  3  3 60 34  0
 1 14 749228 273012 156664 5855020    0    0 10928 12655 4804 22586  3  2 62 33  0
 2 16 749228 271880 156672 5856156    0    0 12288 12962 4898 22262  3  3 61 33  0
 4 12 749228 271028 156672 5857284    0    0 11120 13063 4509 20548  3  2 58 37  0
 1 15 749228 269912 156672 5858172    0    0 11056 11223 4246 19798  3  2 61 34  0
 2 14 749216 268996 156672 5859088    0    0 10880 12075 5103 21103  3  2 62 33  0
 1 16 749212 268672 156672 5860004    0    0 11264 11838 4475 20728  3  2 61 34  0
 0 15 749208 267532 156680 5860940    0    0 11280 12056 4627 20983  3  3 58 36  0
 0 16 749196 266836 156680 5861840    0    0 11616 12072 4963 20845  3  2 62 32  0
 2 13 749172 266588 156680 5862672    0    0 10832 11408 4248 19675  2  1 64 32  0
 1 15 749160 265300 156680 5863876    0    0 12128 13215 5407 23953  3  3 62 32  0
 0 16 749160 264624 156680 5865012    0    0 11184 12146 4732 20446  3  1 65 32  0
 5 14 749160 264688 156688 5866048    0    0 11632 12753 4936 20874  3  3 62 32  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 0 14 749172 307940 156632 5821848    0   12 10912 11648 4770 21140  3  2 65 30  0
 0 14 749144 307724 156632 5822492    0    0 11808 11904 4959 19979  3  2 63 32  0
 2 12 749144 306616 156632 5823452    0    0 10800 12353 4971 19782  3  1 65 31  0
 0 14 749144 305300 156632 5824252    0    0 10672 11701 4367 20332  3  2 61 35  0
 1 15 749144 303640 156640 5825304    0    0 11616 12178 4647 21345  3  2 60 35  0
 2 12 749136 302756 156640 5826400    0    0 12096 13227 4746 21596  3  3 62 32  0
 3 14 749116 302088 156640 5827528    0    0 10992 12365 4373 21194  3  2 58 37  0
 1 14 749108 301332 156640 5828536    0    0 11248 12859 4744 21067  3  3 60 34  0
 3 15 749108 300020 156640 5829628    0    0 11088 11583 4583 21040  3  2 60 34  0
 1 15 749100 299028 156648 5830656    0    0 11280 12455 4989 21215  3  3 60 34  0
 1 15 749096 297548 156652 5831648    0    0 11280 11566 4546 19526  2  2 65 31  0
 3 14 749076 296680 156656 5832620    0    0 11008 12799 4779 21450  2  2 62 33  0
 1 14 749072 294400 156656 5833748    0    0 12096 12153 4672 21374  3  2 60 34  0
 1 15 749060 293896 156656 5834708    0    0 11456 12226 4461 21439  3  2 61 35  0
 2 15 749060 292872 156664 5835708    0    0 10896 11987 4525 20507  3  2 59 37  0
 2 16 749056 292160 156664 5836744    0    0 11504 12331 4870 22032  3  2 64 32  0
 3 15 749040 290628 156664 5837764    0    0 12096 12695 4908 21294  3  3 60 34  0
 0 15 749032 290056 156664 5838684    0    0 10832 11557 4684 19736  2  3 59 36  0
 3 15 749016 289312 156664 5839596    0    0 11152 11502 4565 20547  3  3 62 33  0
 2 14 749004 288524 156672 5840528    0    0 11120 12255 4773 21965  3  2 60 35  0
 2 14 748984 286864 156672 5841584    0    0 11344 12426 4621 21640  3  1 63 34  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1 15 748960 286316 156672 5842388    0    0 10832 11864 4291 20068  2  2 61 35  0
 2 15 748960 285248 156672 5843388    0    0 10416 12038 4534 20351  3  2 62 33  0
 2 13 748940 284144 156672 5844340    0    0 11168 12611 4568 21912  3  2 61 34  0
 1 15 748940 282732 156680 5845388    0    0 11088 11525 4604 21119  3  2 63 32  0
 0 17 748940 281796 156684 5846288    0    0 11632 12906 4993 21291  3  2 62 34  0
 3 14 748928 280788 156684 5847232    0    0 11632 12297 4844 20946  2  3 63 32  0
 3 13 748928 279952 156684 5848340    0    0 10864 12761 4761 20474  3  3 61 34  0
 0 15 748920 278816 156684 5849216    0    0 11296 12226 5024 20425  3  2 63 32  0
 0 17 748908 277792 156692 5850192    0    0 11840 12582 4768 22884  3  2 64 32  0
 2 14 748904 277096 156692 5851260    0    0 11168 11945 4371 22149  3  2 61 34  0
 1 15 748896 275756 156692 5852356    0    0 11888 12709 4849 22677  3  2 60 35  0
 0 17 748888 274376 156692 5853520    0    0  8128  9939 3701 16063  2  1 64 33  0
 1 15 748884 273928 156692 5854204    0    0 10416 10587 4341 19361  3  2 64 31  0
 0 16 748872 272288 156700 5855224    4    0 10756 12616 4724 20641  3  2 64 32  0
 1 16 748860 271652 156700 5856368    0    0 11136 12388 5065 21079  3  2 66 29  0
 2 15 748860 270812 156700 5857380    0    0 11360 12676 5190 22894  3  2 67 28  0
 2 17 748860 269944 156700 5858504    0    0 11088 11344 4789 20777  3  3 63 32  0
 4 12 748852 268928 156700 5859476    0    0 11328 12355 4906 21230  3  2 65 30  0
 1 16 748836 267844 156708 5860640    0    0 11440 12351 4816 20965  3  2 60 35  0
 7 14 748824 266684 156708 5861408    0    0 10320 11116 4539 18264  2  2 63 33  0
 1 17 748804 308904 156604 5817788    0    4 11040 10577 4519 18587  2  2 65 31  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1 16 748804 308940 156604 5817492    0    0 11168 11099 4782 20271  3  2 62 34  0
 3 11 748780 307948 156604 5818300    0    0 11312 12345 5030 20996  3  2 64 31  0
 1 15 748768 307432 156612 5819280    0    0 11056 12207 5207 20730  3  2 64 31  0
 1 17 748764 306112 156612 5820248    0    0 10848 12066 4936 20144  3  2 62 34  0
 1 16 748760 304584 156612 5821176    0    0 10544 12215 4809 20880  3  2 60 35  0
 2 15 748752 304192 156612 5822112    0    0 12096 12583 4864 21997  3  3 60 34  0
 3 12 748728 303992 156612 5823272    0    0 11648 11604 4472 21136  3  3 60 35  0
 2 15 748704 302844 156620 5824360    0    0 11168 11710 4261 20487  3  2 63 33  0
 2 16 748692 302388 156620 5825464    0    0 10656 12196 4344 20281  3  2 60 35  0
 2 15 748688 301204 156620 5826444    0    0 11008 12065 4721 20720  3  2 61 34  0
 2 15 748680 300460 156620 5827312    0    0 11680 11859 5162 21849  3  2 62 33  0
 2 14 748676 299964 156620 5828200    0    0 11488 13005 4918 21162  3  2 64 31  0
 1 18 748668 298860 156628 5829172    0    0 11376 12658 5172 21348  3  3 62 32  0
 4 13 748664 297908 156628 5830244    0    0 11472 10614 4503 19548  3  3 63 32  0
 1 16 748660 296648 156628 5831228    0    0 11920 12672 4552 22362  3  2 61 35  0
 1 15 748660 296256 156628 5832488    0    0 11280 10812 4153 18766  3  2 61 34  0
 0 18 748644 295636 156628 5833352    0    0 11072 12596 4765 20832  3  2 66 30  0
 1 14 748644 294272 156636 5834252    0    0 11264 10539 4374 19540  3  2 63 32  0
 1 15 748644 293656 156636 5835308    0    0 11344 12796 4786 21212  3  2 62 34  0
 1 13 748636 292664 156636 5836276    0    0 11072 11598 4497 20422  3  2 60 36  0
 4 16 748636 291128 156636 5837368    0    0 11696 12697 4814 22378  3  2 62 33  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 2 13 748636 289948 156636 5838696    0    0 10528 11657 4264 20227  3  1 61 35  0
 1 15 748620 288952 156644 5839636    0    0 11056 12822 4700 21272  3  2 60 35  0
 0 16 748620 288900 156644 5840624    0    0 11120 11580 4438 20931  3  3 62 33  0
 1 16 748616 287920 156644 5841536    0    0 11104 12066 4425 21161  3  2 62 33  0
 0 16 748600 287052 156644 5842596    0    0 11312 12623 4520 21619  2  2 62 34  0
 0 16 748588 285664 156644 5843844    0    0 11328 10989 4482 22129  3  2 63 33  0
 0 17 748584 285140 156652 5844704    0    0 11488 12038 4810 21636  2  2 63 33  0
 0 16 748576 284020 156652 5845688    0    0 11280 11450 4416 20822  2  2 61 35  0
 0 16 748576 282680 156652 5846724    0    0 11984 12793 4964 22208  3  3 60 35  0
 2 15 748576 281268 156652 5847624    0    0 11296 12905 4656 21350  3  2 59 36  0
 2 14 748552 280448 156652 5848668    0    0 11376 11535 4487 21576  3  2 60 35  0
 2 13 748520 279704 156660 5849596    0    0 11568 12619 4839 21499  3  2 61 35  0
 1 16 748516 277672 156660 5850648    0    0 11888 11632 4598 20475  3  3 64 30  0
 3 14 748508 277892 156660 5851716    0    0 11408 11559 4388 20072  3  1 64 32  0
 0 17 748492 277084 156660 5852684    0    0 11408 11614 4477 20341  3  2 60 35  0
 1 13 748488 276340 156660 5853672    0    0 12176 11954 4714 21725  3  2 62 33  0
 1 16 748488 275472 156668 5854684    0    0 11088 12047 4809 21429  3  3 60 35  0
 0 17 748476 274396 156668 5855668    0    0 11136 11828 4419 21398  3  2 57 39  0
 2 14 748464 273108 156668 5856640    0    0 11344 12129 4733 21894  3  2 60 35  0
 0 16 748436 272816 156668 5857548    0    0 11008 11371 4317 20453  3  2 62 33  0
 1 16 748416 271520 156668 5858608    0    0 11120 12668 4617 22370  3  2 60 35  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 0 16 748416 270652 156676 5859512    0    0 11040 11780 4439 20348  3  2 59 36  0
 0 15 748404 269592 156680 5860632    0    0 11616 12426 4320 22063  3  1 64 32  0
 1 15 748384 268460 156680 5861692    0    0 11872 12923 4764 21142  3  2 62 33  0
 1 13 748384 267096 156680 5862476    0    0 10192 10429 3915 18667  3  2 63 33  0
 2 15 748356 265936 156680 5863604    0    0 11968 12090 4702 22536  3  2 60 36  0
 2 15 748344 308948 156624 5820052    0   16 10544 11812 4332 21390  3  2 62 33  0
 0 15 748340 308100 156624 5819888    0    0 10352 11952 4473 18852  3  2 61 34  0
 1 15 748332 306440 156624 5820940    0    0 11264 11452 4478 21517  2  2 61 34  0
 2 14 748320 305080 156624 5821904    0    0  8384  9526 4051 16651  2  1 65 32  0
 0 15 748292 304728 156624 5822508    0    0  9440  9794 3854 17249  2  2 64 32  0
 3 13 748284 303752 156632 5823688    0    0 11392 12191 4685 20970  3  2 63 33  0
 0 16 748276 302396 156632 5824616    0    0 10192 11877 4513 20248  3  2 64 32  0
 3 13 748268 302688 156632 5825584    0    0 11376 12242 4704 21591  3  2 61 34  0
 1 16 748260 301900 156632 5826604    0    0 11792 12991 5107 21958  3  2 66 29  0
 0 16 748220 300836 156632 5827460    0    0 11296 12100 4680 21956  3  1 66 30  0
 2 15 748212 300020 156640 5828404    0    0 11376 12253 4975 22109  3  3 65 29  0
 1 16 748192 299828 156640 5829480    0    0 10928 11801 4753 20681  3  2 67 27  0
 2 16 748192 298772 156640 5830516    0    0 12016 12377 4854 21907  3  3 57 37  0
 4 14 748172 298216 156640 5831492    0    0 11712 12761 4706 22842  3  1 61 35  0
 1 15 748168 297224 156640 5832536    0    0 11664 11389 4660 21443  3  2 65 30  0
 2 15 748164 295760 156648 5833756    0    0 11136 12394 5359 21595  3  3 63 31  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1 16 748160 294768 156648 5834760    0    0 11536 12661 5058 21642  3  1 60 36  0
 1 15 748144 294520 156648 5835832    0    0 10880 12254 4551 19804  2  2 64 32  0
 2 14 748116 293852 156648 5836792    0    0 10528 11150 4444 19833  3  1 59 36  0
 3 15 748108 292360 156648 5837772    0    0 11280 13417 4947 21971  3  3 58 37  0
 2 15 748104 291420 156648 5838752    0    0 11248 11256 4071 20373  3  2 64 32  0
