procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 3 16  76428 2085736 241540 2076384    0    0  9764    12 3309 19163  1  1 55 42  0
 0 20  76428 2084764 241540 2076712    0    0 14676    29 4789 27260  2  3 58 37  0
 2  9  76428 2084804 241540 2077336    0    0 17040     3 6287 33626  3  2 53 43  0
 0 17  76428 2086348 241540 2077824    0    0 15160     0 5566 31195  2  1 55 42  0
 0 20  76428 2077456 241540 2078540    0    0 57584     0 7726 45259  2  2 53 43  0
 0 17  76428 2085776 241540 2076040    0    0 12404     0 3903 23757  2  1 57 41  0
 0 21  76428 2083876 241544 2076344    0    0 15200    21 5153 30208  2  2 59 37  0
 2 16  76428 2088492 241544 2077108    0    0 15812     3 5069 30346  2  1 54 42  0
 0 18  76428 2086988 241544 2077692    0    0 15316     0 5259 29959  2  1 61 36  0
 1 20  76428 2079380 241544 2077996    0    0 57792     0 7300 42685  2  2 58 38  0
 0 18  76428 2083532 241544 2076764    0    0 13344   152 4433 24712  2  1 54 43  0
 1 18  76428 2085492 241544 2077124    0    0 12992    33 4556 25418  2  1 57 40  0
 0 20  76428 2085892 241544 2077864    0    0 13896     3 4620 25287  2  1 60 37  0
 0 19  76428 2084032 241544 2078800    0    0 15760     0 5489 30029  2  1 58 39  0
 1 17  76428 2081104 241544 2079532    0    0 58768     0 7165 43501  2  3 54 41  0
 1 20  76428 2085528 241544 2076244    0    0 12812   116 4259 23270  2  2 55 41  0
 2 18  76428 2084380 241544 2076924    0    0 12024    33 3866 21474  1  1 56 41  0
 2 17  76428 2081592 241544 2077420    0    0 13648     3 5044 27083  2  2 59 37  0
 0 20  76428 2081076 241544 2078312    0    0 15540     0 5521 28455  2  2 63 33  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 2 17  76428 2074188 241544 2078840    0    0 66192     0 7994 46660  2  2 60 36  0
 2 18  76428 2079436 241544 2076604    0    0 10664    14 3574 20185  2  2 56 40  0
 1 20  76428 2076900 241548 2077092    0    0 15616    37 5104 28532  2  1 61 36  0
 1 18  76428 2079360 241548 2077940    0    0 16120     3 5626 30600  2  2 52 44  0
 1 18  76428 2079344 241548 2078668    0    0 17076     0 5605 32160  2  2 50 46  0
 0 19  76428 2081368 241548 2078780    0    0 55576     0 7069 42145  2  2 58 38  0
 0 19  76428 2086588 241548 2076372    0    0 10652    44 3586 19365  1  1 60 37  0
 2 17  76428 2082992 241552 2076888    0    0 16200    45 5470 32064  3  4 58 35  0
 2 18  76428 2083444 241552 2077628    0    0 17260     3 5599 31263  2  1 54 42  0
 1 17  76428 2082256 241552 2078472    0    0 15316     0 5254 29655  2  1 57 39  0
 1 21  76428 2104620 241552 2078772    0    0 63056     0 7883 46735  2  3 49 46  0
 1 17  76428 2110680 241552 2076068    0    0 11052     0 3785 20964  2  1 57 40  0
 2 16  76428 2110696 241552 2076772    0    0 14792     0 5540 28722  2  2 60 35  0
 0 20  76428 2108048 241556 2077300    0    0 15864    32 5972 30364  2  2 62 33  0
 3 15  76428 2107132 241556 2078084    0    0 14560     0 4933 27152  2  1 60 37  0
 1 20  76428 2100000 241556 2078512    0    0 61260     0 8130 46427  2  3 56 38  0
 1 19  76428 2102368 241556 2076352    0    0 12216    16 3845 22514  2  1 53 45  0
 0 18  76428 2101440 241556 2076844    0    0 12544     0 4224 23549  2  1 56 41  0
 1 19  76428 2101052 241556 2077432    0    0 16464    40 5673 30900  2  2 57 39  0
 2 17  76428 2102816 241556 2078248    0    0 15856     0 5620 30871  2  1 61 36  0
 1 19  76428 2095516 241556 2079060    0    0 61024     0 7514 44620  2  3 56 39  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 0 19  76428 2100028 241556 2076604    0    0 11588     0 3650 21744  2  1 54 43  0
 0 18  76428 2097124 241556 2077348    0    0 13392     0 4779 26480  2  1 58 39  0
 2 19  76428 2097748 241560 2078060    0    0 16148    24 5205 29393  2  1 50 47  0
 2 17  76428 2095164 241560 2078812    0    0 15292     0 5335 29526  2  2 56 40  0
 2 17  76428 2092352 241560 2079628    0    0 60764     0 7759 47224  2  3 60 36  0
 0 18  76428 2096616 241560 2077192    0    0 10940   152 3481 20769  1  1 56 42  0
 0 17  76428 2095532 241560 2077904    0    0 10900     0 3407 20724  2  1 61 36  0
 1 19  76428 2095500 241564 2078652    0    0 15572    36 5635 27740  2  2 57 39  0
 0 18  76428 2094368 241564 2079500    0    0 14916     0 5280 29489  2  1 56 41  0
 1 17  76428 2088672 241564 2079068    0    0 60832     0 7398 45488  2  2 61 35  0
 0 20  76428 2093980 241564 2077280    0    0  9868   112 3251 18445  1  1 54 44  0
 2 17  76428 2092288 241564 2077948    0    0 15128     0 4978 28527  2  1 52 44  0
 3 16  76428 2091696 241568 2078452    0    0 16392    36 5805 31452  2  1 57 39  0
 1 20  76428 2088468 241568 2079316    0    0 15536     0 5280 28693  2  1 59 37  0
 0 18  76428 2088704 241568 2079796    0    0 63316     0 7619 46233  2  2 58 38  0
 0 20  76428 2093100 241568 2076928    0    0 11192    14 4016 21459  2  3 61 34  0
 0 21  76428 2092352 241568 2077672    0    0 12560     0 4217 23755  2  1 58 40  0
 0 18  76428 2089692 241572 2078480    0    0 15888    44 5834 31246  2  1 63 34  0
 1 20  76428 2088824 241572 2079208    0    0 16440     0 5945 31266  2  1 61 36  0
 2 16  76428 2084136 241572 2080100    0    0 59808     0 7494 42658  2  2 60 36  0
 1 17  76428 2089176 241572 2077232    0    0 10316    44 3449 19946  2  1 58 40  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 0 20  76428 2089408 241572 2077656    0    0 16052     0 5681 31345  2  1 55 42  0
 3 16  76428 2089120 241576 2078428    0    0 15760    48 5685 30383  2  1 61 36  0
 0 19  76428 2084992 241576 2079296    0    0 16156     0 4994 27611  2  1 63 34  0
 2 17  76428 2090132 241576 2079388    0    0 59472     0 7387 44326  2  2 57 40  0
 0 20  76428 2092784 241576 2077048    0    0 10784     0 3429 19552  1  1 64 34  0
 2 18  76428 2091360 241576 2077824    0    0 15728     0 5583 29273  2  2 61 35  0
 1 19  76428 2090076 241576 2078468    0    0 16936    32 5963 31625  2  1 56 40  0
 3 15  76428 2090268 241576 2079284    0    0 15776     0 5394 30080  3  3 58 36  0
 2 19  76428 2088620 241576 2079932    0    0 71908     0 7693 45638  2  3 52 43  0
 0 18  76428 2093248 241576 2076256    0    0 10872     0 3608 21207  2  1 60 37  0
 1 18  76428 2092052 241576 2076692    0    0 14564     0 5240 29534  2  2 58 37  0
 2 18  76428 2093860 241576 2077388    0    0 16652    24 5911 32408  3  1 58 38  0
 1 16  76428 2092228 241576 2078208    0    0 16196     0 5825 32768  2  2 56 40  0
 2 19  76428 2087352 241576 2078888    0    0 55884     0 7605 45470  2  2 54 42  0
 0 18  76428 2091792 241576 2075788    0    0 12612     0 4173 22931  1  1 56 41  0
 1 18  76428 2092868 241576 2076568    0    0 11812     0 4341 23756  2  1 60 37  0
 0 19  76428 2094964 241580 2077160    0    0 13996    24 5289 27383  2  3 57 38  0
 3 16  76428 2096944 241580 2077660    0    0 15768     0 5713 31747  2  2 53 43  0
 2 17  76428 2094608 241580 2078280    0    0 57508     0 6748 41482  2  2 56 39  0
 0 21  76428 2096344 241580 2075568    0    0 11384   152 3872 21372  1  1 58 39  0
 1 17  76428 2094232 241580 2075700    0    0 15276     0 5898 30400  2  1 59 38  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 0 18  76428 2096696 241584 2076284    0    0 14868    36 5511 29825  2  1 57 39  0
 2 19  76428 2092816 241584 2076864    0    0 15032     0 5182 29161  2  1 52 45  0
 0 19  76428 2093036 241584 2077608    0    0 61408     0 7683 47891  2  2 53 43  0
 2 17  76428 2095688 241584 2076608    0    0 10224   124 3449 19917  2  1 56 41  0
 0 21  76428 2095340 241584 2076980    0    0 14832     0 5173 27952  2  2 59 37  0
 0 18  76428 2093816 241584 2077668    0    0 14484    48 5551 29830  2  1 63 33  0
 1 17  76428 2092344 241584 2078368    0    0 14976     0 5362 29881  2  1 62 35  0
 0 19  76428 2087236 241584 2079096    0    0 54484     0 7537 41628  2  2 56 40  0
 1 19  76428 2091440 241584 2076296    0    0 11052    12 4200 22454  2  1 63 35  0
 0 18  76428 2092580 241584 2076788    0    0 15092     0 5049 29418  2  1 62 35  0
 0 21  76428 2094248 241584 2077504    0    0 14844    32 5129 28448  2  1 60 37  0
 0 18  76428 2096668 241584 2078104    0    0 15884     0 5784 29848  2  1 58 39  0
 2 17  76428 2086688 241584 2079264    0    0 54112     0 7091 42942  2  3 57 38  0
 2 18  76428 2090844 241584 2076548    0    0 11556    28 3998 21551  2  3 58 37  0
 1 18  76428 2090784 241584 2077096    0    0 13308     0 4734 24705  2  1 57 40  0
 1 16  76428 2092184 241588 2077524    0    0 14732    48 5178 29181  2  1 60 36  0
 1 19  76428 2096512 241588 2078280    0    0 15860     0 5560 31731  2  1 58 39  0
 1 19  76428 2092560 241588 2078244    0    0 54760     0 6941 41675  2  2 51 44  0
 1 17  76428 2096524 241588 2076460    0    0 10472     0 3289 19782  1  1 47 51  0
 0 20  76428 2093644 241588 2076796    0    0 12988     0 5247 26729  3  3 49 46  0
 2 17  76428 2096464 241588 2077416    0    0 15740    24 5591 29976  2  1 51 46  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1 17  76428 2098012 241588 2078024    0    0 15124     0 5469 29146  2  2 55 41  0
 0 20  76428 2097148 241588 2078580    0    0 53452     0 7017 40099  2  2 55 41  0
 0 20  76428 2100120 241588 2075924    0    0 13056     0 4697 25130  2  1 52 45  0
 2 17  76428 2098536 241588 2076384    0    0 15580     0 5549 29527  2  1 61 35  0
 2 16  76428 2096840 241592 2077040    0    0 15224    24 5309 29949  2  1 58 38  0
 0 21  76428 2097172 241592 2077688    0    0 14952     0 5472 28398  2  1 60 37  0
 1 18  76428 2090564 241592 2078300    0    0 54116     0 7020 40062  2  2 62 35  0
 0 19  76428 2093104 241592 2076304    0    0  9800     0 3436 18031  1  1 62 36  0
 1 19  76428 2091612 241592 2076952    0    0 13972     0 5732 28469  3  5 55 37  0
 1 19  76428 2089368 241600 2077164    0    0 14816    24 4823 27972  2  1 56 41  0
 1 17  76428 2088676 241600 2077780    0    0 15744     0 6055 33110  3  2 60 35  0
 1 20  76428 2090308 241600 2078288    0    0 55444     0 7429 42223  2  3 56 39  0
 2 16  76428 2095380 241600 2075916    0    0 12544   152 4420 23694  2  1 54 44  0
 0 21  76428 2094100 241600 2076332    0    0 14492     0 4987 27898  2  2 53 43  0
 1 17  76428 2092104 241600 2076896    0    0 15824    36 5484 30632  2  1 46 50  0
 2 16  76428 2089964 241600 2077548    0    0 15136     0 5355 29325  2  2 48 49  0
 3 18  76428 2082056 241600 2078244    0    0 57536     0 6761 40833  2  2 50 47  0
 1 19  76428 2087176 241600 2076108    0    0 11132   124 3902 19727  1  1 53 44  0
 1 19  76428 2088120 241600 2076828    0    0 14632     0 5027 28378  2  1 60 36  0
 0 18  76428 2089696 241600 2077448    0    0 17152    56 5963 32422  2  1 52 45  0
 1 18  76428 2088476 241600 2078176    0    0 15008     0 6055 30288  3  3 55 39  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 3 18  76428 2088020 241600 2078644    0    0 56540     0 7816 44255  2  3 56 39  0
 1 18  76428 2093220 241600 2076984    0    0 11440    12 3827 22019  2  1 60 37  0
 1 17  76428 2092968 241600 2077088    0    0 11512     0 3886 21752  1  2 60 37  0
 2 19  76428 2093628 241600 2077768    0    0 15668    32 5414 29573  2  2 58 38  0
 0 17  76428 2093648 241600 2078360    0    0 15776     0 6151 32394  2  2 59 37  0
 0 21  76428 2089652 241600 2079068    0    0 56532     0 7746 45097  2  2 57 39  0
 1 19  76428 2094604 241600 2077380    0    0 11656    32 3881 21857  1  1 54 43  0
 2 18  76428 2096276 241600 2077776    0    0 13024     0 4406 25551  2  1 59 38  0
 1 19  76428 2096128 241604 2078312    0    0 15468    40 5042 28815  2  1 58 39  0
 3 16  76428 2097428 241604 2078556    0    0 16412     0 5700 32628  2  2 57 39  0
 0 20  76428 2096468 241604 2078804    0    0 51588     0 7619 43097  2  4 60 34  0
 2 18  76428 2100224 241604 2077224    0    0 11796     0 3707 21979  2  1 59 38  0
 1 17  76428 2097888 241604 2077396    0    0 14264     0 4803 28411  2  1 56 40  0
 0 20  76428 2097880 241604 2077880    0    0 15320    24 5445 30259  2  1 55 41  0
 0 19  76428 2097648 241604 2078400    0    0 14320     0 4711 28025  2  1 55 42  0
 2 19  76428 2091248 241604 2078968    0    0 49384     0 7126 40767  2  2 56 40  0
 0 19  76428 2095480 241604 2077404    0    0 12508     0 4389 23898  2  1 53 45  0
 2 17  76428 2093168 241604 2077728    0    0 11968     0 4581 25131  2  1 55 42  0
 0 20  76428 2096964 241608 2078132    0    0 17504    24 6224 34839  2  2 55 41  0
 2 16  76428 2096628 241608 2078696    0    0 14176     0 4743 27906  2  1 59 38  0
 0 21  76428 2092076 241608 2079304    0    0 49384     0 6557 40833  2  2 63 33  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1 17  76428 2098556 241608 2077460    0    0 13288     0 4550 25602  2  1 62 36  0
 3 16  76428 2096708 241608 2077560    0    0 11892     0 4320 24375  2  1 58 39  0
 0 20  76428 2097864 241608 2078040    0    0 15004    24 5185 29982  2  2 56 40  0
 1 18  76428 2098040 241608 2078540    0    0 15212     0 5256 28376  2  1 59 38  0
 2 20  76428 2089304 241608 2079084    0    0 51036     0 6730 40661  2  2 58 39  0
 2 18  76428 2093728 241608 2077408    0    0 12232   156 4416 22608  2  1 57 41  0
 6 15  76428 2093252 241608 2077672    0    0 10596     0 3768 20982  1  1 68 30  0
 1 20  76428 2092168 241616 2078236    0    0 15028    44 5768 29326  2  1 58 39  0
 1 16  76428 2093588 241616 2078572    0    0 15652     0 5652 30957  2  1 57 40  0
 1 17  76428 2087876 241616 2079016    0    0 52088     0 6756 42345  2  2 55 41  0
 2 19  76428 2096164 241616 2077792    0    0 11452   124 3575 20657  1  1 51 46  0
 1 18  76428 2098816 241616 2077704    0    0 16164     0 6148 32724  3  3 51 43  0
 0 20  76428 2103112 241620 2077880    0    0 15476    52 6100 32015  3  3 56 39  0
 1 17  76428 2102844 241620 2078364    0    0 15224     0 5244 29116  2  1 50 46  0
 0 21  76428 2090664 241620 2078996    0    0 51688     0 6723 43639  2  2 51 46  0
 3 19  76428 2095380 241620 2077764    0    0 13672     0 4395 24764  2  1 55 42  0
 1 19  76428 2093748 241620 2078020    0    0 13132     0 4751 25848  2  1 59 38  0
 0 19  76428 2096644 241624 2078504    0    0 16396    32 5615 31555  2  2 57 39  0
 0 19  76428 2098200 241624 2079136    0    0 14072     0 4967 28069  2  1 57 39  0
 1 19  76428 2094596 241624 2079700    0    0 48868     0 7029 42223  2  2 54 42  0
 0 21  76428 2101884 241624 2077580    0    0 11144    40 3547 20173  2  1 53 45  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1 17  76428 2099640 241624 2077688    0    0 14588     0 5667 29486  2  2 59 37  0
 1 17  76428 2100412 241628 2078176    0    0 16528    24 5892 32816  2  2 55 40  0
 0 19  76428 2100508 241628 2078884    0    0 15000     0 5309 30692  2  1 58 39  0
 1 16  76428 2094584 241628 2078908    0    0 49556     0 6341 38555  2  2 59 37  0
 1 21  76428 2099268 241628 2077500    0    0  9648     0 2964 17818  1  1 58 40  0
 0 18  76428 2097452 241628 2077832    0    0 14732     0 5577 29673  2  1 57 39  0
 1 20  76428 2097948 241632 2078228    0    0 14744    24 5616 29895  2  2 59 36  0
 0 18  76428 2098360 241632 2078532    0    0 15128     0 5278 28830  2  1 58 39  0
 2 16  76428 2097396 241632 2079136    0    0 49200     0 6873 41058  2  3 58 37  0
 4 16  76428 2102460 241632 2077092    0    0 10728     0 4284 21710  3  4 58 35  0
 0 20  76428 2100376 241632 2077140    0    0 14428     0 5180 28254  2  2 59 37  0
 0 19  76428 2101744 241632 2077664    0    0 14940    24 5392 29806  2  1 57 40  0
 1 19  76428 2099384 241632 2078192    0    0 14900     0 5809 30547  3  3 52 43  0
 1 19  76428 2094564 241632 2078692    0    0 50096     0 7228 40920  2  2 51 45  0
 1 17  76428 2098960 241632 2077232    0    0 11004     0 3870 21884  2  2 57 40  0
 1 17  76428 2098152 241632 2077248    0    0 13232     0 4780 25812  2  5 59 34  0
 0 19  76428 2096064 241632 2077884    0    0 15184    28 5376 28482  2  1 58 39  0
 1 17  76428 2095868 241632 2078580    0    0 14228     0 5308 28368  2  1 63 34  0
 2 19  76428 2098492 241632 2079084    0    0 49384     0 7650 43007  3  5 57 36  0
 1 18  76428 2101680 241632 2077208    0    0 13612   164 4821 26086  2  1 56 41  0
 1 19  76428 2100600 241632 2077388    0    0 15376     0 5674 31916  2  1 54 42  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1 19  76428 2102772 241632 2077760    0    0 15540    68 5504 29251  2  2 57 40  0
 0 19  76428 2102108 241632 2078184    0    0 15100     0 5130 28882  2  1 58 38  0
 0 20  76428 2099136 241632 2078848    0    0 50004     0 6781 39769  2  3 56 39  0
 0 19  76428 2103448 241632 2076844    0    0 10876   124 3926 20721  1  1 51 47  0
 2 17  76428 2101952 241632 2076984    0    0 11964     0 4087 23648  2  1 55 42  0
 0 21  76428 2098844 241632 2077392    0    0 14776    48 5427 29099  3  4 54 40  0
 2 17  76428 2100756 241632 2077980    0    0 15936     0 5328 29847  2  1 56 41  0
 0 19  76428 2096448 241632 2078440    0    0 48832     0 6980 41632  2  2 56 41  0
 1 17  76428 2099524 241632 2077132    0    0 12828     0 4630 24318  2  1 52 45  0
 1 18  76428 2099240 241632 2077336    0    0 15044     0 5331 30718  2  1 51 46  0
 0 20  76428 2100380 241636 2077764    0    0 14696    24 5602 29664  2  1 61 36  0
 3 17  76428 2099348 241636 2078328    0    0 17060     0 5739 31968  2  1 57 39  0
 0 21  76428 2095500 241636 2078892    0    0 50720     0 6658 40260  2  2 60 36  0
 0 20  76428 2099048 241636 2077800    0    0 12008    45 4078 21973  1  1 57 41  0
 0 18  76428 2100164 241636 2078088    0    0 12748     3 4395 24574  2  1 60 37  0
 1 19  76428 2099780 241640 2078256    0    0 15280    40 5329 29827  2  2 59 38  0
 1 18  76428 2098996 241640 2078672    0    0 15536     0 5810 31101  2  1 64 32  0
 1 16  76428 2098788 241640 2079264    0    0 53168     0 7298 42645  2  2 63 32  0
 0 20  76428 2102344 241640 2077160    0    0 11600     0 3866 21844  1  1 56 42  0
 0 18  76428 2100776 241640 2077328    0    0 13604     0 4680 27740  2  1 57 40  0
 0 18  76428 2100524 241644 2077588    0    0 14972    24 5247 29773  2  1 63 34  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1 19  76428 2098372 241644 2077960    0    0 15168     0 5455 28738  2  1 58 39  0
 2 16  76428 2097608 241644 2079008    0    0 49092     0 7243 41275  2  2 57 39  0
 1 20  76428 2100932 241644 2077360    0    0 11356     0 4333 21850  2  2 57 39  0
 0 18  76428 2101232 241644 2077472    0    0 15888     0 5201 29371  2  1 53 44  0
 2 17  76428 2105852 241652 2077896    0    0 14508    32 5624 31008  3  3 56 38  0
 0 19  76428 2106320 241652 2078484    0    0 15688     0 5101 28584  2  2 57 39  0
 1 18  76428 2094928 241652 2078588    0    0 51340     0 7150 40735  2  2 54 42  0
 2 18  76428 2099496 241652 2077608    0    0 11320     0 4219 22237  2  3 53 42  0
 1 18  76428 2100508 241652 2077812    0    0 12376     0 4092 23158  2  1 50 47  0
 1 17  76428 2098540 241652 2078304    0    0 13816    32 4791 27887  2  1 51 46  0
 0 20  76428 2096508 241652 2078760    0    0 15804     0 5513 31320  2  1 50 47  0
 1 18  76428 2094604 241652 2079404    0    0 51580     0 7293 40421  3  4 44 49  0
 1 18  76428 2099516 241652 2077160    0    0 13832   157 4471 26974  3  3 53 41  0
 2 17  76428 2100564 241652 2077460    0    0 14704     3 4979 28899  2  1 48 49  0
 1 19  76428 2099880 241656 2077952    0    0 16436    36 5485 32195  2  2 53 43  0
 1 18  76428 2101284 241656 2078432    0    0 17984     0 6346 35231  2  2 56 40  0
 1  4  76428 2095044 241656 2079260    0    0 51812     0 7072 42078  2  2 61 34  0
 0 21  76428 2102600 241656 2076844    0    0 12368   117 4350 23413  2  3 59 36  0
 0 18  76428 2108800 241656 2077268    0    0 12000     3 3487 22411  1  1 56 42  0
 0 21  76428 2107588 241660 2077752    0    0 12988    80 4722 25486  2  1 55 41  0
 1 17  76428 2107304 241660 2078244    0    0 14440     0 5195 28307  2  1 56 40  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 0 21  76428 2099772 241660 2078840    0    0 53072     0 6799 40542  2  2 52 43  0
 2 18  76428 2104748 241660 2077416    0    0 10172     0 3326 19370  1  1 51 47  0
 0 18  76428 2103880 241660 2077520    0    0 12504     0 4256 25406  2  1 56 41  0
 3 17  76428 2101936 241660 2078104    0    0 16800    24 5855 31652  2  1 48 48  0
 0 18  76428 2103976 241660 2078708    0    0 15504     0 5379 30449  2  1 58 39  0
 0 19  76428 2099624 241660 2078932    0    0 55348     0 7497 44423  2  2 54 42  0
 0 18  76428 2103180 241660 2076404    0    0 11204    57 3780 21840  2  1 59 38  0
 1 18  76428 2103020 241660 2077080    0    0 14148     3 4928 27413  2  1 60 37  0
 0 19  76428 2106576 241660 2077536    0    0 16200    40 6286 31694  2  1 60 36  0
 2 16  76428 2105656 241660 2078100    0    0 14900     0 5362 29108  2  2 62 34  0
 0 20  76428 2100224 241660 2076936    0    0 52208     0 6850 41462  3  5 57 36  0
 2 18  76428 2105692 241660 2076964    0    0 11840     0 3803 21997  2  1 48 49  0
 1 17  76428 2106364 241660 2077256    0    0 13168     0 4712 26205  2  1 56 41  0
 1 19  76428 2105504 241660 2078000    0    0 14680    28 5517 29522  2  2 58 37  0
 0 19  76428 2106656 241660 2078644    0    0 16356     0 6092 32521  2  1 55 41  0
 2 16  76428 2100352 241660 2079556    0    0 52504     0 6792 41062  2  3 61 34  0
 1 19  76428 2104304 241660 2077460    0    0 13040     0 4846 24361  2  2 59 37  0
 1 17  76428 2106460 241660 2077960    0    0 15024     0 5464 29682  2  1 62 35  0
 1 19  76428 2105492 241664 2078444    0    0 15032    32 5215 28811  3  4 57 37  0
 1 18  76428 2104596 241664 2079228    0    0 14908     0 5207 28881  2  2 62 34  0
 3 17  76428 2097956 241664 2079816    0    0 51780     0 6545 40008  2  2 60 37  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 0 21  76428 2099628 241664 2077384    0    0 14220     0 5335 28350  2  3 62 33  0
 1 18  76428 2101092 241664 2078032    0    0 15120     0 5075 29545  2  1 57 40  0
 1 17  76428 2102020 241668 2078424    0    0 11300    32 4056 22861  2  1 61 36  0
 2 17  76428 2102640 241668 2079172    0    0 13944     0 5307 30194  2  4 59 35  0
 0 19  76428 2096828 241668 2080108    0    0 54064     0 7063 42236  2  3 57 38  0
 1 18  76428 2102456 241668 2078564    0    0 13832   157 4938 26947  2  1 61 36  0
 0 20  76428 2102280 241668 2078972    0    0 13144     3 4465 25143  2  1 62 35  0
 0 19  76428 2104092 241672 2079556    0    0 14264    36 4828 27607  2  1 63 34  0
 0 17  76428 2107336 241672 2080036    0    0 14496     0 5212 30212  2  1 50 46  0
 1 20  76428 2092612 241672 2080732    0    0 72936     0 9136 52211  2  2 53 43  0
 1 18  76428 2097208 241672 2078976    0    0 11464   121 3957 21623  1  1 63 35  0
 1 17  76428 2096136 241672 2079372    0    0 13340     3 4805 26677  2  2 62 35  0
 2 18  76428 2098756 241676 2079940    0    0 16004    48 5391 29857  2  2 63 34  0
 1 19  76428 2098848 241676 2080532    0    0 15148     0 5477 30700  2  2 59 36  0
 2 16  76428 2097804 241676 2081012    0    0 57488     0 7610 43817  2  2 56 40  0
 3 17  76428 2101508 241676 2078092    0    0 10128     0 3534 20188  2  1 63 33  0
 2 16  76428 2101524 241676 2078612    0    0 13684     0 4874 25049  2  2 56 40  0
 0 19  76428 2103068 241680 2079000    0    0 15768    32 5512 32195  2  2 58 38  0
 3 17  76428 2102108 241680 2079636    0    0 16088     0 5853 31558  2  1 58 39  0
 0 19  76428 2097384 241680 2080284    0    0 53312     0 7109 41944  2  2 58 37  0
 3 17  76428 2101608 241680 2078276    0    0 10600    21 3638 20183  1  1 60 37  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 0 20  76428 2101612 241680 2078540    0    0 15796     3 5624 29302  2  1 58 39  0
 0 17  76428 2101728 241680 2079120    0    0 15020    48 5567 30240  2  1 59 38  0
 0 20  76428 2098652 241680 2079756    0    0 15796     0 5610 31074  2  2 61 36  0
 2 17  76428 2096568 241680 2080504    0    0 54352     0 7103 42803  2  2 53 43  0
 3 15  76428 2101524 241680 2078480    0    0 12904    13 4374 24865  2  2 60 36  0
 1 18  76428 2099740 241680 2078776    0    0 16556     3 6253 32151  2  2 56 40  0
 1 17  76428 2101648 241680 2079212    0    0 15084    48 5455 31229  2  2 54 42  0
 1 19  76428 2102368 241680 2079788    0    0 16656     0 5500 32215  2  2 59 37  0
 2 17  76428 2100180 241680 2080488    0    0 52720     0 7119 43872  2  2 54 42  0
 0 20  76428 2103864 241680 2078808    0    0 10652     0 3722 20617  1  2 58 39  0
 0 19  76428 2103808 241680 2078916    0    0 15184     0 5258 28135  2  1 58 39  0
 1 19  76428 2105044 241680 2079508    0    0 14388    32 5191 28603  2  3 60 36  0
 0 19  76428 2103816 241680 2080032    0    0 15420     0 5284 30045  2  2 53 44  0
 0 18  76428 2099792 241680 2080404    0    0 50852     0 6400 39272  2  2 61 36  0
 1 19  76428 2104720 241680 2078484    0    0 11476     0 3996 21609  1  1 65 33  0
 0 18  76428 2104636 241680 2078904    0    0 12928     0 4676 25706  2  1 62 35  0
 0 21  76428 2104816 241688 2079320    0    0 13956    24 4663 28821  2  2 54 42  0
 2 16  76428 2104908 241688 2079736    0    0 16296     0 5439 31256  2  1 52 44  0
 0 18  76428 2105316 241688 2080356    0    0 48236     0 6157 37440  2  2 56 41  0
 0 21  76428 2109368 241688 2078396    0    0  8368   149 3391 16732  2  3 54 41  0
 0 18  76428 2110524 241688 2078600    0    0 14468     3 4827 27244  2  1 54 43  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 0 18  76428 2110548 241692 2079220    0    0 15064    36 5402 30135  2  2 52 45  0
